var name,label,var type,dataset
V1139,"V1139 - SES16h: Unemployment CompensationSES16h. In the 30 days before your arrest INSERT ARREST DATE, did you receive any income from unemployment compensation?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1140,"V1140 - SES16i: Child support/AlimonySES16i. In the 30 days before your arrest INSERT ARREST DATE, did you receive any income from child support or alimony?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1141,"V1141 - SES16j: Disability benefitsSES16j. In the 30 days before your arrest INSERT ARREST DATE, did you receive any income from disability benefits?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1142,"V1142 - SES16k: Illegal activitiesSES16k. In the 30 days before your arrest INSERT ARREST DATE, did you receive any income from illegal activities such as theft
or drug sales?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1143,"V1143 - SES16l: Any other source of incomeSES16l. In the 30 days before your arrest INSERT ARREST DATE, did you receive any income from any other source of
income?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1144,"V1144 - SES17: Total income for 30-day period before arrest (suppressed)SES17. Think about all of the income you received during the 30 days before your arrest, including from any illegal activities.
What was your total income for that 30 day period?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1145,"V1145 - SES17a: Range of income for those 30 daysSES17a. Would you say the income you received in those 30 days was?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1146,"V1146 - SES17b: Half of financial support for household?SES17b. Was your income on those 30 days at least half of the financial support for the household?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1147,"V1147 - SES18: Total income from illegal activitySES18. How much of your total income during those 30 days came from illegal activity? Would you say?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1148,"V1148 - SES19a: Insurance through current employer 30 days before arrest: Upcoded versionSES19a. During the 30 days before your arrest INSERT ARREST DATE, were you covered by insurance through a current employer or
union of yours or another family member?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1149,"V1149 - SES19b: Insurance purchased from insurance company 30 days before arrest: Upcoded versionSES19b. During the 30 days before your arrest INSERT ARREST DATE, were you covered by insurance purchased directly from an
insurance company by you or another family member?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1150,"V1150 - SES19c: Medicare 30 days before arrest: Upcoded versionSES19c. During the 30 days before your arrest INSERT ARREST DATE, were you covered by Medicare, for people 65 and older, or
people with certain disabilities?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1151,"V1151 - SES19d: Governmental Assistance plan 30 days before arrest: Upcoded versionSES19d. During the 30 days before your arrest INSERT ARREST DATE, were you covered by Medicaid, Medical Assistance, or any kind
of government-assistance plan for those with low incomes or a disability?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1152,"V1152 - SES19e: TRICARE/Military healthcare 30 days before arrest: Upcoded versionSES19e. During the 30 days before your arrest INSERT ARREST DATE, were you covered by TRICARE or other military health care?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1153,"V1153 - SES19f: VA healthcare 30 days before arrest: Upcoded versionSES19f. During the 30 days before your arrest INSERT ARREST DATE, were you covered by VA? Please answer yes if you have ever
used or enrolled in VA healthcare.Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1154,"V1154 - SES19g: Indian Health Service 30 days before arrest: Upcoded versionSES19g. During the 30 days before your arrest INSERT ARREST DATE, were you covered by Indian Health Services?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1155,"V1155 - SES19h: Any other health insurance/coverage plan 30 days before arrest: Upcoded versionSES19h. During the 30 days before your arrest INSERT ARREST DATE, were you covered by any other type of health insurance or
health coverage plan?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1156,"V1156 - SES19a: Insurance through current employer 30 days before arrest: OriginalSES19a. During the 30 days before your arrest INSERT ARREST DATE, were you covered by insurance through a current employer or
union of yours or another family member?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1157,"V1157 - SES19b: Insurance purchased from insurance company 30 days before arrest: OriginalSES19b. During the 30 days before your arrest INSERT ARREST DATE, were you covered by insurance purchased directly from an
insurance company by you or another family member?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1158,"V1158 - SES19c: Medicare 30 days before arrest: OriginalSES19c. During the 30 days before your arrest INSERT ARREST DATE, were you covered by Medicare, for people 65 and older, or
people with certain disabilities?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1159,"V1159 - SES19d: Governmental Assistance plan 30 days before arrest: OriginalSES19d. During the 30 days before your arrest INSERT ARREST DATE, were you covered by Medicaid, Medical Assistance, or any kind
of government-assistance plan for those with low incomes or a disability?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1160,"V1160 - SES19e: TRICARE/Military healthcare 30 days before arrest: OriginalSES19e. During the 30 days before your arrest INSERT ARREST DATE, were you covered by TRICARE or other military health
care?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1161,"V1161 - SES19f: VA healthcare 30 days before arrest: OriginalSES19f. During the 30 days before your arrest INSERT ARREST DATE, were you covered by VA? Please answer yes if you have ever
used or enrolled in VA healthcare.Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1162,"V1162 - SES19g: Indian Health Service 30 days before arrest: OriginalSES19g. During the 30 days before your arrest INSERT ARREST DATE, were you covered by Indian Health Services?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1163,"V1163 - SES19h: Any other health insurance/coverage plan 30 days before arrest: OriginalSES19h. During the 30 days before your arrest INSERT ARREST DATE, were you covered by any other type of health insurance or
health coverage plan?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1164,"V1164 - SES20a: Eligible for VA health benefits after releaseSES20a. After you are released from prison, do you expect to be eligible for any health care benefits from the VA such as
treatment for physical or mental health problems or treatment for drug or alcohol use?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1165,"V1165 - SES21: Homeless before age 18SES21. Before you were 18, did you ever live in a homeless shelter, on the street, or in some outdoor location, even if it was
only for a short time?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1166,"V1166 - SES22: Part of foster home before age 18SES22. Before you were 18, did you ever live in a foster home, agency or institution, even if it was only for a short time?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1167,"V1167 - SES23: Specify foster home/agency or institution/bothSES23. Was it a foster home, an agency or institution, or both?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1168,"V1168 - SES24: Who offender lived with mostly before age 18: Upcoded versionSES24. Before you were 18, who did you live with for most of the time? [IF MORE THAN ONE ANSWER GIVEN, USE CLOSEST BLOOD
RELATIVE]Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1169,"V1169 - SES24: Who offender lived with mostly before age 18: OriginalSES24. Before you were 18, who did you live with for most of the time? [IF MORE THAN ONE ANSWER GIVEN, USE CLOSEST BLOOD
RELATIVE]Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1170,"V1170 - SES25: Welfare/public assistance before age 18SES25. Before you were 18, did any of your parents or guardians ever receive welfare or public assistance, for example, AFDC,
TANF, food stamps, Medicaid or WIC?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1171,"V1171 - SES26: Lived in public housing before age 18SES26. Before you were 18, did you ever live in public housing or publicly-assisted housing, for example, Section 8 housing?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1172,"V1172 - SES27a: Offender's father ever been sentenced/served timeSES27a. Now I would like to ask about your relatives who may have been sentenced to serve time in jail or prison. Please include
step-relatives when answering.  Have any of the following people ever been sentenced to serve time in jail or prison?  Your
father?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1173,"V1173 - SES27b: Offender's mother ever been sentenced/served timeSES27b. Now I would like to ask about your relatives who may have been sentenced to serve time in jail or prison. Please include
step-relatives when answering.  Have any of the following people ever been sentenced to serve time in jail or prison?  Your
mother?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1174,"V1174 - SES27c: Offender's sibling(s) ever been sentenced/served timeSES27c. Now I would like to ask about your relatives who may have been sentenced to serve time in jail or prison. Please include
step-relatives when answering.  Have any of the following people ever been sentenced to serve time in jail or prison?  Siblings?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1175,"V1175 - SES27d: Offender's spouses or partners ever been sentenced/served timeSES27d. Now I would like to ask about your relatives who may have been sentenced to serve time in jail or prison. Please include
step-relatives when answering.  Have any of the following people ever been sentenced to serve time in jail or prison?  Spouses
or partners?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1176,"V1176 - SES27e: Offender's children ever been sentenced/served timeSES27e. Now I would like to ask about your relatives who may have been sentenced to serve time in jail or prison. Please include
step-relatives when answering.  Have any of the following people ever been sentenced to serve time in jail or prison?  Children?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1177,"V1177 - SES_END: Section 3 Socioeconomic Characteristics (SES) End Flag (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1178,"V1178 - MH_BGN: Section 4 Mental Health Begin Flag (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1179,"V1179 - MH1: Frequency of nervousness past 30 daysMH1. About how often during the past 30 days did you feel nervous?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1180,"V1180 - MH2: Frequency of hopelessness past 30 daysMH2. During the past 30 days, about how often did you feel hopeless?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1181,"V1181 - MH3: Frequency of restlessness past 30 daysMH3. (During the past 30 days,) about how often did you feel restless or fidgety?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1182,"V1182 - MH4: Frequency of depression past 30 daysMH4. How often (during the past 30 days) did you feel so depressed that nothing could cheer you up? Would you say all of the
time, most of the time, some of the time, a little of the time, or none of the time?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1183,"V1183 - MH5: Felt everything was an effort past 30 daysMH5. About how often (during the past 30 days) did you feel that everything was an effort?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1184,"V1184 - MH6: Frequency of worthlessness past 30 daysMH6. About how often (during the past 30 days) did you feel worthless?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1185,"V1185 - MH7a: MD diagnosed manic depression/bipolar disorder/mania: Upcoded versionMH7a. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had manic depression, a bipolar disorder, or mania?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1186,"V1186 - MH7b: MD diagnosed depressive disorder: Upcoded versionMH7b. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had a depressive disorder?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1187,"V1187 - MH7c: MD diagnosed schizophrenia/other psychotic disorder: Upcoded versionMH7c. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had schizophrenia or another psychotic disorder?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1188,"V1188 - MH7d: MD diagnosed post-traumatic stress disorder (PTSD): Upcoded versionMH7d. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had post-traumatic stress disorder, also known as PTSD?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1189,"V1189 - MH7e: MD diagnosed anxiety disorder: Upcoded versionMH7e. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had an anxiety disorder, such as panic disorder or obsessive-compulsive disorder, also known as OCD?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1190,"V1190 - MH7f: MD diagnosed personality disorder: Upcoded versionMH7f. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had a personality disorder, such as antisocial or borderline personality?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1191,"V1191 - MH7g: MD diagnosed another mental or emotional condition: Upcoded versionMH7g. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had a mental or emotional condition other than those I just asked you about?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1192,"V1192 - MH7a: MD diagnosed manic depression/bipolar disorder/mania: OriginalMH7a. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had manic depression, a bipolar disorder, or mania?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1193,"V1193 - MH7b: MD diagnosed depressive disorder: OriginalMH7b. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had a depressive disorder?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1194,"V1194 - MH7c: MD diagnosed schizophrenia/other psychotic disorder: OriginalMH7c. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had schizophrenia or another psychotic disorder?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1195,"V1195 - MH7d: MD diagnosed post-traumatic stress disorder (PTSD): OriginalMH7d. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had post-traumatic stress disorder, also known as PTSD?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1196,"V1196 - MH7e: MD diagnosed anxiety disorder: OriginalMH7e. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had an anxiety disorder, such as panic disorder or obsessive-compulsive disorder, also known as OCD?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1197,"V1197 - MH7f: MD diagnosed personality disorder: OriginalMH7f. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had a personality disorder, such as antisocial or borderline personality?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1198,"V1198 - MH7g: MD diagnosed another mental or emotional condition: OriginalMH7g. Have you ever been told by a medical doctor or a mental health professional, such as a psychiatrist or psychologist that
you had a mental or emotional condition other than those I just asked you about?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1199,"V1199 - MH8: Hospitalized due to mental/social/emotional healthMH8. The next questions are about any times you may have stayed overnight in any type of hospital or other facility for any
problem with your emotions, nerves, or mental health. Please do not include any overnight hospital stays for alcohol or drug
use. Have you ever stayed overnight or longer in any type of hospital or other facility to receive treatment or counseling for
any problem you were having with your emotions, nerves, or mental health?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1200,"V1200 - MH9: Hospitalized due to mental health 12 months before arrestMH9. During the 12 months before your arrest [DATE_ARREST], did you stay overnight or longer in any type of hospital or other
facility to receive treatment or counseling for any problem you were having with your emotions, nerves, or mental health?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1201,"V1201 - MH11: Taking prescription medicines at time of arrestMH11. At the time of the [INSERT CONTROLLING OFFENSE], were you taking prescription medicine for any problem you were having
with your emotions, nerves, or mental health?(IF RESPONDENT INDICATES THEY HAD A PRESCRIPTION BUT WAS NOT TAKING THE MEDICATION,
MARK ""NO?)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1202,"V1202 - MH12: Taken prescription meds since admitted to prisonMH12. Since you were admitted to prison [DATE _ADMIT], have you taken prescription medicine for any problem you were having
with your emotions, nerves, or mental health?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1203,"V1203 - MH13: Currently taking prescription meds for mental healthMH13. Are you currently taking prescription medicine for any problem with your emotions, nerves, or mental health?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1204,"V1204 - MH14: Received professional help since admitted to prisonMH14. Since you were admitted to prison [DATE_ADMIT], have you received counseling, treatment, or therapy from a mental health
professional such as a psychiatrist, psychologist, social worker, or nurse for any problem you were having with your emotions,
nerves, or mental health?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1205,"V1205 - MH15: Currently receiving professional helpMH15. Are you currently receiving any counseling, treatment, or therapy from a mental health professional such as a
psychiatrist, psychologist, social worker, or nurse for any problem with your emotions, nerves, or mental health?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1206,"V1206 - MH_END: Section 4 Mental Health End Flag (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1207,"V1207 - PH_BGN: Section 5 Physical Health Begin Flag (CAPI variable)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1208,"V1208 - PH1_Feet: Height (feet)PH1. How tall are you?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1209,"V1209 - PH1_Inches: Height (inches)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1210,"V1210 - PH2: Weight (pounds)PH2. How much do you currently weigh?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1211,"V1211 - PH3: Sex assigned at birth (self-report)PH3. What sex were you assigned at birth, on your original birth certificate?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1212,"V1212 - PH4: Self-described sex identityPH4. How do you describe yourself? (SELECT ONE)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1213,"V1213 - PH5: Sexual orientationPH5. Which of the following best represents how you think of yourself?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1214,"V1214 - PH6: Pregnant at time of admissionPH6. When you were admitted to prison [DATE_ADMIT], were you pregnant?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1215,"V1215 - PH6a: Obstetric examination since admissionPH6a. Since your admission to prison, have you received an obstetric examination, that is an examination of you and the baby
before it was born?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1216,"V1216 - PH6b: Received child care/meds/exercisesPH6b. Have you received any other care, such as instructions on child care, exercises, a special diet, medication, or special
testing from a doctor, nurse, or other medical person?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1217,"V1217 - PH7: Seen healthcare provider since admissionPH7. Since your admission to prison [DATE_ADMIT], have you seen a doctor, nurse, or other health care provider for any reason?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1218,"V1218 - PH8: Seen healthcare provider outside prison since admissionPH8. Since your admission to prison [DATE_ADMIT] have you seen a doctor, nurse or other health care provider outside the
prison, for example in a community hospital, doctor's office, or clinic?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1219,"V1219 - PH10: Difficulty hearingPH10. Are you deaf or do you have serious difficulty hearing?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1220,"V1220 - PH11: Difficulty seeingPH11. Are you blind or do you have serious difficulty seeing even when wearing glasses?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1221,"V1221 - PH12: Difficulty concentrating/remembering/etc.PH12. Because of a physical, mental, or emotional problem, do you have serious difficulty concentrating, remembering, or making
decisions?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1222,"V1222 - PH14: Difficulty walking/climbing stairsPH14. Do you have serious difficulty walking or climbing stairs?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1223,"V1223 - PH15: Difficulty dressing/bathingPH15. Do you have difficulty dressing or bathing?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1224,"V1224 - PH16: Difficulty doing activities alonePH16. Because of a physical, mental, or emotional problem, do you have difficulty doing activities on your own such as going to
meal time, going outside, working in or outside of this facility, going to classes, or attending programs?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1225,"V1225 - PH19a: Diagnosed by MD with any type of cancerPH19a. Has a doctor, nurse, or other health care provider ever told you that you had any type of cancer?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1226,"V1226 - PH19b: Diagnosed by MD with hypertensionPH19b. Has a doctor, nurse, or other health care provider ever told you that you had high blood pressure or hypertension?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1227,"V1227 - PH19c: Diagnosed by MD with strokePH19c. Has a doctor, nurse, or other health care provider ever told you that you had a stroke?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1228,"V1228 - PH19d: Diagnosed by MD with diabetesPH19d. Has a doctor, nurse, or other health care provider ever told you that you had [IF SEX_FILL = MALE: Diabetes, high blood
sugar, or sugar diabetes? IF SEX_FILL = FEMALE: Diabetes, high blood sugar, or sugar diabetes that was not due to being
pregnant?]Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1229,"V1229 - PH19e: Diagnosed by MD with heart diseasePH19e. Has a doctor, nurse, or other health care provider ever told you that you had heart disease, including a heart attack,
coronary heart disease, angina, congestive heart failure or other heart problems?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1230,"V1230 - PH19f: Diagnosed by MD with kidney problemsPH19f. Has a doctor, nurse, or other health care provider ever told you that you had a problem with your kidneys?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1231,"V1231 - PH19g: Diagnosed by MD with arthritis/gout/lupus/fibromyalgiaPH19g. Has a doctor, nurse, or other health care provider ever told you that you had some form of arthritis, rheumatoid
arthritis, gout, lupus, or fibromyalgia?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1232,"V1232 - PH19h: Diagnosed by MD with asthmaPH19h. Has a doctor, nurse, or other health care provider ever told you that you had asthma?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1233,"V1233 - PH19i: Diagnosed by MD with cirrhosis of the liverPH19i. Has a doctor, nurse, or other health care provider ever told you that you had cirrhosis of the liver?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1234,"V1234 - PH19j: Diagnosed by MD with TBPH19j. Has a doctor, nurse, or other health care provider ever told you that you had tuberculosis, also called TB?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1235,"V1235 - PH19k: Diagnosed by MD with Hepatitis BPH19k. Has a doctor, nurse, or other health care provider ever told you that you had Hepatitis B?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1236,"V1236 - PH19l: Diagnosed by MD with Hepatitis CPH19l. Has a doctor, nurse, or other health care provider ever told you that you had Hepatitis C?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1237,"V1237 - PH19m: Diagnosed by MD with HIVPH19m. Has a doctor, nurse, or other health care provider ever told you that you had HIV ? The virus that causes AIDS?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1238,"V1238 - PH19n: Diagnosed by MD with other STD(s)PH19n. Has a doctor, nurse, or other health care provider ever told you that you had other sexually transmitted diseases?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1239,"V1239 - PH20: Offender ever tested for HIVPH20. Have you ever been tested for HIV ? The virus that causes AIDS?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1240,"V1240 - PH21a: Currently has any type of cancerPH21a. Has a doctor, nurse, or other health care provider told you that you currently have any type of cancer?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V1241,"V1241 - PH21b: Currently has hypertensionPH21b. Has a doctor, nurse, or other health care provider told you that you currently have high blood pressure or hypertension?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
